ID,X,name,founded_on,region_name,country_name,city_name,country_code,acquisition_price,announced_on,announced_on_formatted,description,tot_funding,ipo_date,ipo_is_true,ipo_amount,days_to_ipo,acquisition_date,days_to_acquisition,days_to_today,days_to_LIQ,series_a_date,series_b_date,series_c_date,series_d_date,series_e_date,seed_date,angel_date,grant_date,debt_date,equity_date,unattributed_date,days_to_series_a,days_to_series_b,days_to_series_c,days_to_series_d,days_to_series_e,days_to_seed,days_to_angel,days_to_grant,days_to_debt,days_to_equity,days_to_unattributed,days_to_first_fund,days_to_last_fund,PreLiq_funding,AllLiq_funding,FoldReturn_funding,Old_Co,Succeed_co,Stale_co,AgedOut_co,zombie_co,unknown_co,Aargau,Aberdeen.City,Akershus,Alabama,Alagoas,Alaska,Alberta,Almaty,Alsace,Andalucia,Andhra.Pradesh,Anhui,Antwerpen,Aquitaine,Aragon,Arizona,Arkansas,Assam,Asturias,Auckland,Aust.Agder,Baden.Wurttemberg,Barnsley,Basel.Landschaft,Basel.Stadt,Bayern,Bedfordshire,Beijing,Belfast,Berlin,Bern,Birmingham,Brabant.Wallon,Braga,Brandenburg,Bratislava,Bretagne,Bridgend,Bristol..City.of,British.Columbia,Bromley,Brussels.Hoofdstedelijk.Gewest,Buckinghamshire,Bucuresti,Budapest,Caerphilly,California,Cambridgeshire,Canakkale,Canterbury,Cardiff,Carlow,Carmarthenshire,Castilla.y.Leon,Catalonia,Central.Region,Centre,Chernihivs.ka.Oblast.,Cheshire,Cheshire.East,Chiba,Chon.Buri,Coimbra,Coleraine,Colorado,Comunidad.Valenciana,Connecticut,Cork,Croydon,Delaware,Delhi,District.of.Columbia,Distrito.Federal,Dubai,Dublin,Dundee.City,Durham,East.Sussex,Edinburgh..City.of,Emilia.Romagna,England,Entre.Rios,Essex,Faro,Fejer,Florida,Franche.Comte,Friuli.Venezia.Giulia,Galicia,Galway,Gelderland,Geneve,Georgia,Glasgow.City,Goias,Grad.Sofiya,Groningen,Guangdong,Gujarat,Gwynedd,HaDarom,HaMerkaz,HaZafon,Hainan,Hainaut,Hamburg,Hampshire,Harjumaa,Haryana,Haute.Normandie,Hawaii,Hebei,Hefa,Heilongjiang,Herefordshire,Hertford,Hessen,Hlavni.mesto.Praha,Hokkaido,Hong.Kong.Island,Hounslow,Hovedstaden,Hubei,Hunan,Idaho,Ile.de.France,Illinois,Inch.on.jikhalsi,Indiana,Ioannina,Iowa,Islamabad,Islas.Baleares,Jalisco,Jiangsu,Kanagawa,Kansas,Karnataka,Kent,Kentucky,Kerry,Krung.Thep,Kuala.Lumpur,Lancashire,Languedoc.Roussillon,Lazio,Leeds,Leicester,Leiria,Liaoning,Liege,Lima,Limburg,Limousin,Lisboa,Liverpool,Lombardia,Louisiana,Luxembourg,Madhya.Pradesh,Madrid,Maharashtra,Maine,Manchester,Manitoba,Maryland,Massachusetts,Mazowieckie,Mecklenburg.Vorpommern,Michigan,Midi.Pyrenees,Midland,Midlothian,Midtjylland,Milton.Keynes,Minnesota,Mississippi,Missouri,Montana,Moscow.City,Murcia,NA...Puerto.Rico,NA...South.Africa,Namur,Navarra,Nebraska,Nevada,New.Brunswick,New.Hampshire,New.Jersey,New.Mexico,New.South.Wales,New.York,Newcastle.upon.Tyne,Newport,Nicosia,Niederosterreich,Niedersachsen,Nigde,Noord.Brabant,Noord.Holland,Nord.Pas.de.Calais,Nordjylland,Nordrhein.Westfalen,North.Carolina,North.Dakota,North.Lanarkshire,North.Yorkshire,Nottingham,Nova.Scotia,Nuevo.Leon,Ohio,Okinawa,Oklahoma,Ontario,Oost.Vlaanderen,Oregon,Osaka,Oslo,Ostergotlands.Lan,Ostfold,Otago,Oulu,Overijssel,Oxfordshire,Pais.Vasco,Pangasinan,Parana,Pays.de.la.Loire,Pennsylvania,Pest,Piaui,Piemonte,Plymouth,Porto,Provence.Alpes.Cote.d.Azur,Quebec,Queensland,Reading,Region.Metropolitana,Renfrewshire,Rheinland.Pfalz,Rhode.Island,Rhone.Alpes,Riga,Rio.Grande.do.Sul,Rio.de.Janeiro,Rogaland,Saarland,Sachsen,Sachsen.Anhalt,Santa.Catarina,Sao.Paulo,Sardegna,Schleswig.Holstein,Schwyz,Scottish.Borders..The,Seoul.t.ukpyolsi,Setubal,Shaanxi,Shanghai,Shanxi,Sheffield,Sichuan,Skane.Lan,Sligo,Somerset,Sor.Trondelag,South.Australia,South.Carolina,South.Dakota,Southampton,Southern.Finland,Steiermark,Stirling,Stockholms.Lan,Stoke.on.Trent,Sulawesi.Tengah,Surrey,Syddanmark,T.ai.pei,T.ai.wan,Taejon.jikhalsi,Tamil.Nadu,Tartu,Tartumaa,Tel.Aviv,Tennessee,Texas,Thuringen,Ticino,Tipperary,Tirol,Tokyo,Toscana,Troms,Tunis,Uppsala.Lan,Utah,Utrecht,Uttar.Pradesh,Vastra.Gotaland,Vaud,Victoria,Vilniaus.Apskritis,Virginia,Vlaams.Brabant,Vojvodina,Washington,West.Bengal,West.Lothian,West.Virginia,Western.Finland,Wicklow,Wien,Wiltshire,Wisconsin,Wyoming,Yerushalayim,York,Zhejiang,Zug,Zuid.Holland,Zurich,ipoed,ipoed_num,liquidated,mostly_sci,founded_year,pre_ipo_funding,.imp,.id,n_relationships,n_markets,n_locations,healthcare,pharmaceuticals,medical,diagnostic,devices,wellness,technology,information.technology,days_to_end,found_yr,n_people,n_scientists,paperCt,Max_collab,citMax,per_sci_team,citSum,collabTot,isRecession
2034,2960,BioDtech,1/1/03,Alabama,United States,Birmingham,USA,NA,20100825,25-Aug-10,"BioDtech develops and commercializes reagents and systems for the detection, neutralization, and removal of endotoxin for researchers.",575000,NA,FALSE,NA,NA,NA,NA,4854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575000,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,Yes,2003,NA,1,2960,14,3,3,0,0,0,0,0,0,0,0,4854,2003,1,1,1,1,1,1,1,4,No
2035,2961,Synaffix,1/1/10,NA,NA,NA,NA,NA,20140218,18-Feb-14,Netherlands-based SynAffix is a protein engineering company that is focusing on advancing the field of antibody therapeutics through the,NA,NA,FALSE,NA,NA,NA,NA,2297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/6/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,41,41,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,Yes,2010,NA,1,2961,14,1,0,0,0,0,0,0,0,0,0,2297,2010,4,4,110,76,19,1,491,359,Yes
2036,2962,Shape Pharmaceuticals,1/1/08,Massachusetts,United States,Cambridge,USA,NA,20101012,12-Oct-10,"Shape Pharmaceuticals, Inc. was incorporated in 2008 and is based in Cambridge, Massachusetts.",3.00E+06,NA,FALSE,NA,NA,NA,NA,3028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/29/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,NA,1935,1935,3.00E+06,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2008,NA,1,2962,14,1,3,0,0,0,0,0,0,0,0,3028,2008,2,0,1,3,3,0,34,189,Yes
2037,2963,Merganser Biotech,1/1/11,Pennsylvania,United States,Newtown Square,USA,NA,20150219,19-Feb-15,Merganser Biotech used to develop hepcidin mimetic peptides as therapeutics,2.80E+07,NA,FALSE,NA,NA,NA,NA,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80E+07,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2011,NA,1,2963,14,1,3,0,0,0,0,0,0,0,0,1932,2011,4,0,16,11,6,0,151,22,Yes
2038,2964,Nanogen,1/1/93,California,United States,San Diego,USA,NA,NA,NA,diagnostics company,NA,NA,FALSE,NA,NA,NA,NA,8506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,1993,NA,1,2964,14,2,3,0,0,0,1,0,0,0,0,8506,1993,4,1,149,106,31,0.25,1111,9,No
2039,2965,Omniox,1/1/06,California,United States,San Carlos,USA,NA,20130807,7-Aug-13,"Omniox, a biotechnology company, commercializes technologies used in identifying and treating cancer, cardiovascular disease and trauma.",15403710,NA,FALSE,NA,NA,NA,NA,3758,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/11/14,3/7/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,40,NA,40,614,15403710,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,Yes,2006,NA,1,2965,14,1,3,0,0,0,0,0,0,0,0,3758,2006,2,2,131,95,16,1,461,320,No
2040,2967,Tissue Regeneration Technologies,1/1/04,Georgia,United States,Woodstock,USA,NA,NA,NA,"Tissue Regeneration Technologies, LLC (TRT), is a global medical technology company founded in 2004 and headquartered in Woodstock, Georgia",NA,NA,FALSE,NA,NA,NA,NA,4489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2004,NA,1,2967,14,1,3,0,0,0,0,0,0,0,0,4489,2004,3,2,139,62,25,0.666666667,840,768,No
2041,2969,PathGroup,1/1/96,Tennessee,United States,Brentwood,USA,NA,20100112,12-Jan-10,"PathGroup provides anatomic and clinical pathology services in Tennessee, Kentucky, Georgia, Illinois, Indiana, and North Carolina.",19500000,NA,FALSE,NA,NA,NA,NA,7411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19500000,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,1996,NA,1,2969,14,2,3,0,0,0,1,0,0,0,0,7411,1996,2,0,3,1,3,0,7,934,No
2042,2970,Real Staffing,1/1/98,England,United Kingdom,London,GBR,NA,NA,NA,Real Staffing,NA,NA,FALSE,NA,NA,NA,NA,6680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,1998,NA,1,2970,14,3,3,0,1,0,0,1,0,0,0,6680,1998,7,4,330,20,49,0.555555556,4455,2584,No
2043,2972,Axsome Therapeutics,1/1/12,New York,United States,New York,USA,NA,20140923,23-Sep-14,Axsome Therapeutics develops and commercializes therapies for the management and treatment of pain and other neurological disorders.,60711000,11/18/15,TRUE,5.10E+07,1417,NA,NA,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9711000,5.10E+07,5.251776336,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,Yes,No,2012,9711000,1,2972,14,1,3,0,0,0,0,0,0,0,0,1417,2012,1,1,3,1,2,1,1,92,No
2044,2973,Biometric Imaging,1/1/91,Pennsylvania,United States,Philadelphia,USA,NA,NA,NA,"As of February 9, 1999, Biometric Imaging, Inc. was acquired by Becton, Dickinson and Company. Biometric Imaging, Inc. develops cell based",NA,NA,FALSE,NA,NA,NA,NA,9237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,1991,NA,1,2973,14,1,3,0,0,0,0,0,0,0,0,9237,1991,8,4,716,183,55,0.5,5537,5031,No
